Brand,Category,Notes,Country,Wiki,Image
Vadilal,Ice Cream,Ice Creams,India,Vadilal Industries Ltd is an Indian ice cream and flavoured milk manufacturer.,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593901628/Vocal4Local/Vadilal/omfw9puwduxb1ybjpuao.png
Ifb,Kitchen,Kitchenware,India,"Originally the company was known as Indian Fine Blanks Ltd, and started operations in India in 1974 in collaboration with Heinrich Schmid AG of Switzerland.",https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593902937/Vocal4Local/Ifb/fradliczvgjbdaastwmg.png
Cello,Kitchen,Pens,India,"Founded in 1995, CelloÂ® Pens is India's most recognized stationery brand and the leading manufacturer and distributor of writing instruments.",https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593903175/Vocal4Local/Cello/baa37sjwux3qezi2ptmr.png
Sujata,Kitchen,Kitchenware,India,Sujata was born in the year 1980 out of the continuous pursuit of perfection.,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593903184/Vocal4Local/Sujata/lldxkuvjzrl9bjkzfet1.png
Bajaj,Kitchen,Kitchenware,India,"Bajaj Auto Limited is an Indian global two-wheeler company and three-wheeler manufacturing company based in Pune, Maharashtra.",https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593903186/Vocal4Local/Bajaj/axcw5muo6qaia8depaef.png
Maharaja,Kitchen,Kitchenware,Non Indian,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593903189/Vocal4Local/Maharaja/le3uhkn4qpjkv7pispwx.png
Maharaja Whiteline,Kitchen,Kitchenware,Non Indian,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593903192/Vocal4Local/MaharajaWhiteline/kcfte5gj8sktde5sfnrd.png
Sunflame,Kitchen,Kitchenware,India,Company Class.,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593903196/Vocal4Local/Sunflame/uvzm02gm8bityvcbwzzd.jpg
Usha,Kitchen,"Fans, Sewing Machines, Irons, Kitchenware",India,Company Class.,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593903198/Vocal4Local/Usha/ju42hjliqw7bx4cht2ox.png
Kingston,Memory Products,Memory Products,Non Indian,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593903158/Vocal4Local/Kingston/jltjdouhuzqxag29p0y2.png
Seagate,Memory Products,Memory Products,Non Indian,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593903160/Vocal4Local/Seagate/irmkhpudfiggkvqu1tpy.png
Sandisk,Memory Products,Memory Products,Non Indian,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593903161/Vocal4Local/Sandisk/sjkalff89nvvita2kwxr.png
Strontium,Memory Products,Memory Products,Non Indian,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593903163/Vocal4Local/Strontium/rt4un8v8skb4fvsxlcrr.png
Amul,"milk , butter ",Butter,India,"Amul, is an Indian dairy cooperative society, based at Anand in the state of Gujarat.",https://res.cloudinary.com/hmvh5jw7x/image/upload/v1594068139/Vocal4Local/Amul/vvyolqxzcmavniib26s6.jpg
Complan,milk flavour,Flavored Milk,Non India,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1594068113/Vocal4Local/Complan/ohvcjm5vzrwpldhblhzx.jpg
Horlicks,milk flavour ,Flavored Milk,Non India,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1594068108/Vocal4Local/Horlicks/qayj0uub5ysn9dccmytj.jpg
Alacatel,Mobile,Mobiles,Non Indian,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593902847/Vocal4Local/Alacatel/i55eitqfh1oes6sklqnm.png
Asus,Mobile,Mobiles,Non Indian,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593902851/Vocal4Local/Asus/qarwjgqjsi70gcy7s1nm.png
Blackberry,Mobile,Mobiles,Non Indian,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593902853/Vocal4Local/Blackberry/gmi1sigzpelddi9tqodv.jpg
Coolpad,Mobile,Mobiles,China,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593902855/Vocal4Local/Coolpad/srntvlflfiflexp8f4c4.png
Google Pixel,Mobile,Mobiles,Non Indian,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593902856/Vocal4Local/GooglePixel/wgsjhcg5wxkvrwrxlzur.png
Honor,Mobile,Mobiles,China,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593902859/Vocal4Local/Honor/t0m1tidosv7izfzhawss.jpg
Huawei,Mobile,Mobiles,China,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593902861/Vocal4Local/Huawei/aquu5umwn0dhkrcrnsbu.jpg
Htc,Mobile,Mobiles,Non Indian,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593902862/Vocal4Local/Htc/lio2jeqfgz782wubbwjp.png
Lenovo,Mobile,"Laptops, Mobiles",China,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593902864/Vocal4Local/Lenovo/rowrmqxm3xxsjig0apz7.png
Motorola,Mobile,Mobiles,China,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593902867/Vocal4Local/Motorola/ttedtb2bbo8rxuurlpb6.png
Nokia,Mobile,Mobiles,Non Indian,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593902869/Vocal4Local/Nokia/rmt7141ozt54vsyfryaq.png
Oneplus,Mobile,Mobiles,China,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593902870/Vocal4Local/Oneplus/xqdo9c9j98ek6h14kqdk.png
Oppo,Mobile,Mobiles,China,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593902872/Vocal4Local/Oppo/dmi4qrhx02cnydg9ewpz.png
Redmi,Mobile,Mobiles,China,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593902875/Vocal4Local/Redmi/zfq8v375nfyyupauhs8f.png
Mi,Mobile,Mobiles,China,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593902876/Vocal4Local/Mi/htpgs88rlpviz8mkpwlt.png
Xiaomi,Mobile,Mobiles,China,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593902878/Vocal4Local/Xiaomi/elepfhvbtehfszfjpr3q.png
Realme,Mobile,Mobiles,China,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593902879/Vocal4Local/Realme/ha346eyht2raxvzuay6l.png
Vivo,Mobile,Mobiles,China,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593902882/Vocal4Local/Vivo/bxzttvevogdlwcsv8gjc.jpg
Zte,Mobile,Mobiles,China,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593902884/Vocal4Local/Zte/vdwbfr3pfqnfafiaplrl.png
Nubia,Mobile,Mobiles,China,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593902885/Vocal4Local/Nubia/we6tadbogxau3ycaunff.jpg
Sony,Mobile,"Mobiles, Headphones, Speakers",Non Indian,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593902887/Vocal4Local/Sony/ryr1cli19ta9fmd9debi.png
Gionee,Mobile,Mobiles,China,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593902889/Vocal4Local/Gionee/o0segwlldfwiboty2ga8.png
Infinix,Mobile,Mobiles,Non Indian,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593902891/Vocal4Local/Infinix/xgvyy78cvnenjdeilthf.png
Mobiistar,Mobile,Mobiles,Non Indian,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593902892/Vocal4Local/Mobiistar/qudimmpa4wzokriom2f5.png
Lava,Mobile,Mobiles,India,"Lava International Limited, is an Indian Smartphone Manufacturer company in the mobile handset industry.",https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593902895/Vocal4Local/Lava/bzmmapahof6wdzqiqoky.png
Micromax,Mobile,Mobiles,India,"Micromax, is an Indian Smartphone manufacturer and consumer electronics company headquartered in Gurugram, Haryana, India.",https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593902896/Vocal4Local/Micromax/e7hraeizzyid2ndlewhx.png
Intex,Mobile,Mobiles,India,"Intex Technologies, is an Indian smartphone, consumer electronics and accessories manufacturer company, founded in 1996.",https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593902922/Vocal4Local/Intex/fwx8p93xscsurjhxbcyc.png
Blackberrys,Mobile,Mobiles,India,Blackberrys is an Indian formal wear brand owned by Mohan Clothing Co. Pvt Ltd . It was established in 1991 and mainly caters to men.,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593902942/Vocal4Local/Blackberrys/sfdfcjm1k8cdibwbdh5a.png
Tecno,Mobile,Mobiles,China,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593902943/Vocal4Local/Tecno/pkimrw02w0wopcal4t49.png
Amazonbasics,Mobile Accessories,Mobile Accessories,Non Indian,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593903225/Vocal4Local/Amazonbasics/ag1aq9l7rkcxl2vcvlfu.jpg
Kokuyo Camlin,Nondurable Household Products,"Pens, stationary",India,"Kokuyo Camlin Ltd., formerly known as ""Camlin Ltd."", is an Indian stationery manufacturing company based in Mumbai.",https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593901353/Vocal4Local/KokuyoCamlin/j9zo0o6cnexchiembe31.png
Nirma,Nondurable Household Products,Fast moving consumer goods,India,"Nirma is a group of companies based in the city of Ahmedabad in Gujarat, India that manufactures products ranging from Cements, cosmetics, soaps, detergents Â .",https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593901429/Vocal4Local/Nirma/ythdchso28gaqd7xvsiu.png
Maggie,"noodles
",Noodles,Non India,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1594068129/Vocal4Local/Maggie/hxcyddsiugldmj3tqfsd.jpg
Cipla,Pharmaceuticals,Pharmaceuticals,India,"Cipla Limited is an Indian multinational pharmaceutical and biotechnology company, headquartered in Mumbai, India.",https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593900916/Vocal4Local/Cipla/fzkra1agxjeq7uq2euex.png
Dr. Reddy'S Laboratories,Pharmaceuticals,Pharmaceuticals,India,Dr. Reddy's Laboratories is a multinational pharmaceutical company.,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593900957/Vocal4Local/Dr.Reddy%27SLaboratories/fanivcvpl44tukqo0fpo.jpg
Emcure Pharmaceuticals,Pharmaceuticals,Pharmaceuticals,India,"Emcure Pharmaceuticals, headquartered at Pune in West India, is an Indian pharmaceutical company.",https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593900970/Vocal4Local/EmcurePharmaceuticals/tpwpbctwhdgrpakry1r9.png
Glenmark Pharmaceuticals,Pharmaceuticals,Pharmaceuticals,India,"Glenmark Pharmaceuticals is a pharmaceutical company headquartered in Mumbai, India that was founded in 1977 by Gracias Saldanha as a generic drug andÂ .",https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593901015/Vocal4Local/GlenmarkPharmaceuticals/qlokeejbspspu3gqdy3h.png
Nectar Lifesciences,Pharmaceuticals,Pharmaceuticals,India,Nectar Lifesciences Limited is a pharmaceutical company in India that manufactures generic drug products.,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593901423/Vocal4Local/NectarLifesciences/q8mwoo8hjesvitxbndf5.png
Piramal Enterprises,Pharmaceuticals,Pharmaceuticals,India,"The Piramal Group comprises 4 key companies: Piramal Enterprises Ltd, Piramal Glass, Piramal Realty and PiramalÂ .",https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593901463/Vocal4Local/PiramalEnterprises/qifyxgnhkk3trbyhxj7n.png
Ranbaxy Laboratories,Pharmaceuticals,Pharmaceuticals,India,Ranbaxy Laboratories Limited (BSE: 500359) was an Indian pharmaceutical company that was incorporated in India in 1961 and remained an entity until 2014.,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593901480/Vocal4Local/RanbaxyLaboratories/olu6oqgvvzgy8zvbnygs.jpg
Sun Pharmaceutical,Pharmaceuticals,Pharmaceuticals,India,"Sun Pharmaceutical Industries Limited (NSE: SUNPHARMA, BSE: 524715) is an Indian multinational pharmaceutical company headquartered in Mumbai,Â .",https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593901562/Vocal4Local/SunPharmaceutical/zmazjyp8ohb21achqc4z.png
The Himalaya Drug Company,Pharmaceuticals,Pharmaceuticals,India,The Himalaya Drug Company is an Indian company established by Muhammad Manal in 1930 .,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593901598/Vocal4Local/TheHimalayaDrugCompany/i5ojl3d3ejwf2pgwxd0h.jpg
Zandu Realty,Pharmaceuticals,Pharma,India,"Zandu Realty Limited is an international pharmaceutical company based in Mumbai, India.",https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593901676/Vocal4Local/ZanduRealty/u8qxljm6ch9dcvprhpjb.jpg
Kodak,Photography,Photography,Non Indian,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593902924/Vocal4Local/Kodak/cahvf9zgsl7uny2dd7yo.png
Fujifilm,Photography,Photography,Non Indian,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593903169/Vocal4Local/Fujifilm/pqm9lkzvzkrgsstonkkg.png
Epson,Printers,Printers,Non Indian,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593903167/Vocal4Local/Epson/nkz3b8svnlou06v2iasy.png
Brother,Printers,"Sewing Machines, Printers",Non Indian,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593903174/Vocal4Local/Brother/qshuycmedxqdszcpfpnb.png
Prodot,Printers,Printers,India,"ABOUT US. Datalink industrial corporation with its brand name ProDot, is an ISO 9001:2015; CE and.",https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593903219/Vocal4Local/Prodot/sgqjejmrvsiea7whgsow.jpg
Benq,Projector,"LCD Monitor, Speaker",Non Indian,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593903221/Vocal4Local/Benq/qcq63qwqnfb65dpyyody.jpg
Hero Cycles,Recreational Products,Bicycles,India,"Hero Cycles Limited, based in Ludhiana Punjab, India is a manufacturer of bicycles and bicycle related products.",https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593901039/Vocal4Local/HeroCycles/mrdlaokigezv9yke8rtp.png
Vip Industries,Recreational Products,Luggage,India,"VIP Industries Ltd, is an Indian luggage Manufacturer company which manufactures luggage and travel accessories.",https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593901640/Vocal4Local/VipIndustries/kkpl0tbwtuksd7tzcnrd.jpg
Haier,Electronics,"Refrigerators, Air conditioners Washing Machines, Microwave, Mobiles, TVs",China,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593902917/Vocal4Local/Haier/r40gz7xoqxeltuy0ybwx.png
Satya Paul,Sarees,Sarees,India,Satya Paul is an Indian designer label known for indigenous prints. It was founded on 1 April 1985 by Satya Paul. The brand is acclaimed for ingenuity in its design sensibility and a vivid color palette. The brand has grown from strength to strength and is now present across India.,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593903148/Vocal4Local/SatyaPaul/umhur7n93ppkrhb6covb.png
Singer,Sewing Machine,"Sewing Machines, Printers",Non Indian,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593903194/Vocal4Local/Singer/aeifvia8gsqgkdqqlnca.png
Emami,Cosmetics,"Soaps, Skin Care, Hair Products",India,"Emami Group is an Indian conglomerate company headquartered in Kolkata, India. ",https://res.cloudinary.com/hmvh5jw7x/image/upload/v1594068140/Vocal4Local/Emami/fd5fgwhug5co7gevxrwq.jpg
Parle Agro,Soft Drinks,Drinks,India,"Parle Agro Private Limited (stylised as ParlÃ© Agro) is an Indian company that owns Frooti, Appy, LMN, Hippo and Bailley brands.",https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593901451/Vocal4Local/ParleAgro/jxbtiionmpba1uih2vjh.png
Tata Global Beverages,Soft Drinks,Part of Tata Sons,India,"Tata Consumer Products Limited, formerly Tata Global Beverages Limited, is an Indian multinational non-alcoholic beverages company headquartered inÂ .",https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593901580/Vocal4Local/TataGlobalBeverages/gq9dq3z8ls63d1ygwuyl.jpg
Datamatics,Software,"Software, BPO",India,"Datamatics is a provider of consulting, information technology (IT), data management, and business process management services.",https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593900939/Vocal4Local/Datamatics/ljclx06gg4tonzyjxcno.png
Financial Technologies Group,Software,Financial technology,India,"Financial Technologies (India) Limited (FTIL) is an Indian financial services company, formed in 1988. It was funded by Jignesh Shah.",https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593900995/Vocal4Local/FinancialTechnologiesGroup/kahafkkeus280zn8ni5v.png
Microland,Software,Software consulting,India,"Microland is an IT Infrastructure services company, headquartered in Bengaluru, India.",https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593901388/Vocal4Local/Microland/mhpdalynoxb6fjlj8gtp.png
Persistent Systems,Software,"Software, consulting",India,Persistent Systems is a technology services company which was incorporated on 16 May 1990 as Persistent Systems Private Limited.,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593901459/Vocal4Local/PersistentSystems/tc3gf4cr1yfhpjyn83lg.png
Ramco Systems,Software,Software,India,Ramco Systems Limited is a software and services provider based in India.,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593901478/Vocal4Local/RamcoSystems/jj9qyilr0g68rqxprk8k.png
Sonata Software,Software,BI and analytics,India,"Sonata Software Limited is a Global IT Services company, that provides services in business intelligence and analytics, application development managementÂ .",https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593901542/Vocal4Local/SonataSoftware/nqfjtqg67qay4mbfqovp.png
Thirdware,Software,Software,India,"Thirdware Solution is a multinational Information Technology Services Company headquartered in Mumbai, India and Livonia, Michigan, USA.",https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593901604/Vocal4Local/Thirdware/mxlmqbrg4mv099izkbex.png
Zensar Technologies,Software,IT services and software,India,Zensar Technologies Limited is a publicly traded software and services company with offices in 29 locations.,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593901680/Vocal4Local/ZensarTechnologies/le0fr9staicbbxic8qfn.jpg
Zoho Corporation,Software,Business management software,India,Zoho Corporation Private Limited is an Indian software development company.,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593901683/Vocal4Local/ZohoCorporation/i1daexxokmp3vu9jcekt.jpg
Exide Industries,Storage Battery,Batteries,India,"Exide Industries Limited is a Indian storage battery producing company and a life insurance company headquartered in Kolkata, India.",https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593900986/Vocal4Local/ExideIndustries/lzk9eddddvixj6ybzyd5.png
Ten Fu Group,Tea,Tea,In China,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593905583/Vocal4Local/TenFuGroup/ynqkg9b2glvy7onnsrrp.png
Barry'S Tea,Tea,Tea,In Ireland,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593905584/Vocal4Local/Barry%27STea/edvidgo57hpffsapxiey.jpg
Bewley'S,Tea,Tea,In Ireland,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593905586/Vocal4Local/Bewley%27S/ht4vdv1irfjelrrflxvw.png
Lyons Tea,Tea,Tea,In Ireland,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593905587/Vocal4Local/LyonsTea%28Ireland%29/f7uf2ac8w8tvhr1wrahd.jpg
Ayataka,Tea,Tea,In Japan,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593905589/Vocal4Local/Ayataka/l0px4zf1yhirjiewbcde.jpg
Benoist,Tea,Tea,In Japan,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593905590/Vocal4Local/Benoist%28Tea%29/v8kdovpyee30om5yvhnb.jpg
"Harada Tea Processing Co., Ltd.",Tea,Tea,In Japan,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593905591/Vocal4Local/HaradaTeaProcessingCo%2CLtd/to6mfnhi0esf3qt4cw9a.jpg
Ito En,Tea,Tea,In Japan,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593905593/Vocal4Local/ItoEn/auqngbywofs0qt9oibhj.png
JÅ«rokucha,Tea,Tea,In Japan,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593905594/Vocal4Local/J%C5%ABrokucha/kie5rwyqyyii3meuz2nt.jpg
Tsuen Tea,Tea,Tea,In Japan,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593905596/Vocal4Local/TsuenTea/vbjrp7isn5p5uu6xgyhh.jpg
Tapal Tea,Tea,Tea,In Pakistan,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593905597/Vocal4Local/TapalTea/qnonmipfqul17cqbhudb.png
United Kingdom Portal,Tea,Tea,In United Kingdom,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593905599/Vocal4Local/UnitedKingdomPortal/g4uk8hxlvjpxwre6ezro.jpg
Ahmad Tea,Tea,Tea,In United Kingdom,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593905600/Vocal4Local/AhmadTea/e6bfrla87k8wz1qxjlx5.png
Bettys And Taylors Of Harrogate,Tea,Tea,In United Kingdom,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593905602/Vocal4Local/BettysAndTaylorsOfHarrogate/jklif5w2pvuzptf5jnlx.png
Brooke Bond,Tea,Tea,India,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593905603/Vocal4Local/BrookeBond/pjcayg6melqv5mveamcu.jpg
CafÃ©direct,Tea,Tea,In United Kingdom,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593905605/Vocal4Local/Caf%C3%A9direct/kvnrelncfp29pwd8lnkr.jpg
Clipper Teas,Tea,Tea,In United Kingdom,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593905606/Vocal4Local/ClipperTeas/rlmhroasy6zrembcfzrx.jpg
Glengettie,Tea,Tea,In United Kingdom,,https://res.cloudinary.com/hmvh5jw7x/image/upload/v1593905607/Vocal4Local/Glengettie/mher61ihrshsgjt0rqim.png
